avg_cadence,avg_heart_rate,avg_power,avg_speed,enhanced_avg_speed,enhanced_max_speed,ftp,id,intensity_factor,max_cadence,max_heart_rate,max_power,max_speed,normalized_power,threshold_power,timestamp,total_ascent,total_calories,total_cycles,total_descent,total_distance,total_elapsed_time,total_fat_calories,total_timer_time,training_stress_score
,142,,0.0,0.0,,216,2163639,,,168,,,,,2016-06-29 06:29:49,,475.0,,,0.0,2757.407,0.0,2701.538,
83.0,,179,8.212,8.212,23.569,263,2163639,0.756,140.0,,732,23.569,201.0,266.0,2017-06-25 09:11:09,1208,,,1206,109970.13,13765.0,,13391.0,212.2
88.0,,167,9.732,9.732,10.422,209,2163639,0.838,93.0,,202,10.422,168.0,200.0,2015-09-24 16:22:13,,299.0,2636.0,,17524.07,1800.625,0.0,1800.625,34.5
82.0,147,,0.0,0.0,,209,2163639,,102.0,174,,,,,2015-10-26 20:15:24,,904.0,6914.0,,0.0,5150.775,0.0,5101.631,
29.0,,,0.821,0.821,20.217,249,2163639,,63.0,,,20.217,,,2016-08-28 06:59:08,,224.0,665.0,,1183.83,1442.794,0.0,1442.794,
88.0,147,157,9.509,9.509,11.53,209,2163639,0.819,95.0,172,292,11.53,164.0,200.0,2016-05-31 16:25:05,,372.0,3510.0,,22827.06,2401.069,0.0,2400.628,44.1
32.0,,,0.942,0.942,1.747,255,2163639,,41.0,,,1.747,,,2018-07-08 06:32:03,0,200.0,586.0,0,1032.8,1096.751,,1096.751,
82.0,155,,7.375,7.375,14.419,209,2163639,,161.0,174,,14.419,,,2016-01-31 10:07:06,452,1273.0,9766.0,437,52951.41,7179.864,0.0,7179.864,
83.0,148,,8.2,8.2,16.603,209,2163639,,112.0,176,,16.603,,,2015-08-09 08:02:55,530,1110.0,8869.0,538,53155.27,6482.253,0.0,6482.253,
89.0,148,,0.0,0.0,,209,2163639,,110.0,172,,,,,2015-11-09 20:19:50,,859.0,7155.0,,0.0,4803.535,0.0,4803.535,
26.0,,,0.915,0.915,4.463,192,2163639,,55.0,,,4.463,,,2015-06-14 07:24:04,,369.0,692.0,,1442.32,1575.675,0.0,1575.675,
87.0,146,178,0.0,0.0,,216,2163639,0.948,95.0,172,365,,196.0,207.0,2016-07-06 12:19:39,,584.0,4764.0,,0.0,3301.111,0.0,3301.111,81.7
,126,,0.0,0.0,,209,2163639,,,150,,,,,2015-09-03 16:17:39,,223.0,,,0.0,1490.383,0.0,1490.383,
85.0,,195,8.036,8.036,15.845,263,2163639,0.827,124.0,,866,15.845,220.0,266.0,2017-07-06 10:19:52,214,,,205,28919.92,3681.0,,3599.0,67.7
90.0,138,175,9.9,9.9,10.82,209,2163639,0.886,95.0,153,234,10.82,177.0,200.0,2016-02-24 14:13:35,,578.0,4965.0,,32800.48,3445.45,0.0,3313.104,71.6
90.0,166,201,10.276,10.276,12.115,209,2163639,1.052,102.0,184,324,12.115,210.0,200.0,2015-12-03 16:55:13,,542.0,4011.0,,27757.74,2701.16,0.0,2701.16,82.0
81.0,,,8.131,8.131,13.86,209,2163639,,120.0,,,13.86,,,2016-02-27 08:22:56,81,293.0,1270.0,88,7921.25,997.902,0.0,974.164,
,152,,0.0,0.0,,209,2163639,,,177,,,,,2016-04-06 11:54:12,,403.0,,,0.0,1800.5,0.0,1800.5,
81.0,146,,7.933,7.933,17.067,209,2163639,,116.0,178,,17.067,,,2016-03-11 12:19:44,283,960.0,7836.0,292,48144.48,6069.025,0.0,6069.025,
76.0,142,176,8.208,8.208,20.343,255,2163639,0.714,147.0,183,602,20.343,198.0,278.0,2018-06-09 10:04:01,633,2338.0,,625,93367.03,13345.0,,11375.0,160.5
87.0,105,183,10.005,10.005,12.115,209,2163639,0.972,95.0,165,344,12.115,194.0,200.0,2015-07-31 12:32:31,,381.0,3039.0,,21018.14,2100.684,0.0,2100.684,54.3
90.0,129,163,9.666,9.666,10.576,209,2163639,0.819,96.0,147,235,10.576,164.0,200.0,2016-02-10 16:53:32,,587.0,5407.0,,34802.19,3600.622,0.0,3600.622,66.5
77.0,,185,7.758,7.758,18.664,278,2163639,0.733,199.0,,738,18.664,204.0,278.0,2018-05-20 09:32:07,672,,,675,51887.33,6794.0,,6688.0,99.3
28.0,,,0.943,0.943,5.518,209,2163639,,52.0,,,5.518,,,2016-06-05 05:37:15,,704.0,1867.0,,3791.45,4022.126,0.0,4022.126,
74.0,,,7.359,7.359,14.795,192,2163639,,123.0,,,14.795,,,2015-06-10 16:36:58,148,607.0,2365.0,163,15849.27,2220.645,0.0,2153.749,
69.0,,157,8.361,8.361,17.588,255,2163639,0.759,134.0,,687,17.588,194.0,255.0,2018-07-15 09:07:38,506,,,499,82721.46,13624.0,,9894.0,158.0
78.0,151,,7.107,7.107,14.814,209,2163639,,131.0,178,,14.814,,,2015-11-22 12:02:29,846,1701.0,13975.0,852,77103.76,11033.132,0.0,10849.099,
88.0,,177,7.77,7.77,15.377,260,2163639,0.75,114.0,,521,15.377,199.0,266.0,2018-08-13 16:36:52,166,579.0,4323.0,147,25497.7,3314.397,,3281.399,50.7
79.0,147,,7.466,7.466,17.21,209,2163639,,147.0,177,,17.21,,,2016-03-06 11:35:27,708,2103.0,16894.0,691,98157.7,14943.196,0.0,13146.535,
80.0,148,,7.695,7.695,16.5,192,2163639,,115.0,172,,16.5,,,2015-06-21 08:13:32,615,1332.0,10202.0,615,58919.89,7711.675,0.0,7657.392,
92.0,143,181,0.0,0.0,,249,2163639,0.91,101.0,167,305,,188.0,,2016-09-04 08:12:13,,651.0,5528.0,,0.0,3601.36,0.0,3601.36,82.2
69.0,150,,7.708,7.708,14.932,192,2163639,,107.0,182,,14.932,,,2015-07-14 16:58:42,357,791.0,5219.0,362,35064.9,4549.001,0.0,4549.001,
,,,7.023,7.023,13.587,263,2163639,,,,,13.587,,266.0,2017-06-22 06:08:46,62,,,59,5990.75,878.0,,853.0,
80.0,142,186,7.828,7.828,13.87,252,2163639,0.983,137.0,175,739,13.87,204.0,207.0,2016-12-24 11:14:48,507,2215.0,15678.0,495,93514.58,13408.367,0.0,11946.549,319.9
82.0,,165,9.686,9.686,10.524,209,2163639,0.828,87.0,,205,10.524,166.0,200.0,2015-08-13 15:42:15,,395.0,3288.0,,23254.07,2400.853,0.0,2400.853,45.0
101.0,,271,11.422,11.422,17.336,263,2163639,1.02,126.0,,717,17.336,271.0,266.0,2017-07-10 19:09:04,87,,,111,16081.67,1456.0,,1408.0,39.8
,160,,0.0,0.0,,261,2163639,,,183,,,,,2017-02-18 09:51:26,0,542.0,,0,0.0,2765.76,,2765.76,
82.0,148,169,0.0,0.0,,261,2163639,1.043,122.0,180,451,,209.0,200.0,2017-02-22 07:34:30,0,565.0,4351.0,0,0.0,3366.864,,3366.864,99.8
,,,6.464,6.464,13.694,266,2163639,,,,,13.694,,266.0,2017-06-13 06:20:42,61,,,58,6024.13,1174.0,,932.0,
,,,7.155,7.155,14.56,266,2163639,,,,,14.56,,266.0,2017-06-13 16:20:27,133,,,136,14610.22,2102.0,,2042.0,
78.0,149,,0.0,0.0,,209,2163639,,107.0,165,,,,,2015-12-23 10:02:23,,848.0,6256.0,,0.0,4813.985,0.0,4813.985,
87.0,154,193,10.253,10.253,12.594,192,2163639,1.003,93.0,179,336,12.594,201.0,,2015-07-02 15:16:47,,348.0,2622.0,,18464.0,1800.894,0.0,1800.894,49.4
86.0,,177,7.165,7.165,14.108,266,2163639,0.825,121.0,,442,14.108,219.0,266.0,2017-04-18 05:30:30,52,91.0,622.0,59,3695.12,523.744,,515.744,9.2
92.0,127,180,8.05,8.05,14.736,268,2163639,0.715,127.0,150,673,14.736,192.0,269.0,2017-08-10 10:48:01,166,508.0,,178,30943.28,3872.0,,3844.0,54.2
83.0,154,137,9.002,9.002,11.028,186,2163639,0.697,97.0,167,237,11.028,139.0,200.0,2015-04-28 17:13:26,,492.0,4985.0,,32418.81,3607.186,0.0,3601.297,48.1
29.0,,,1.202,1.202,6.297,192,2163639,,43.0,,,6.297,,,2015-07-05 06:33:10,,210.0,358.0,,945.88,786.99,0.0,786.99,
83.0,145,178,7.749,7.749,19.004,263,2163639,0.83,139.0,214,652,19.004,221.0,266.0,2017-07-23 09:24:18,721,1443.0,,730,57008.82,8643.0,,7357.0,140.1
27.0,,,0.988,0.988,4.52,209,2163639,,52.0,,,4.52,,,2015-09-27 08:20:49,,409.0,900.0,,1935.57,1959.954,0.0,1959.954,
87.0,163,183,9.992,9.992,12.149,209,2163639,0.982,98.0,180,304,12.149,196.0,200.0,2016-01-02 12:44:17,,548.0,4337.0,,30006.23,3002.93,0.0,3002.93,79.7
91.0,,179,7.864,7.864,14.575,260,2163639,0.74,119.0,,497,14.575,197.0,266.0,2018-08-17 15:40:13,168,572.0,4459.0,163,25285.92,3256.59,,3215.596,48.5
74.0,147,,7.89,7.89,16.01,192,2163639,,126.0,180,,16.01,,,2015-05-24 10:59:40,744,1310.0,11779.0,748,77248.06,10404.863,0.0,9790.748,
76.0,147,,7.312,7.312,16.353,209,2163639,,240.0,180,,16.353,,,2016-02-07 11:36:37,850,1913.0,16208.0,841,94777.46,13623.923,0.0,12961.57,
87.0,154,200,0.0,0.0,,232,2163639,1.023,98.0,178,308,,212.0,207.0,2016-07-12 19:18:25,,658.0,4764.0,,0.0,3301.11,0.0,3301.11,95.0
30.0,,,0.943,0.943,8.732,232,2163639,,72.0,,,8.732,,,2016-07-31 09:28:44,,351.0,774.0,,1454.06,1542.624,0.0,1542.624,
,,,4.269,4.269,5.097,261,2163639,,,,,5.097,,,2017-01-22 09:12:26,70,735.0,,77,10109.16,2373.58,0.0,2367.969,
87.0,,175,7.009,7.009,11.467,266,2163639,0.75,111.0,,449,11.467,199.0,266.0,2017-04-18 06:55:11,32,121.0,892.0,24,4843.29,748.965,,690.967,10.3
80.0,144,,0.0,0.0,,209,2163639,,104.0,173,,,,,2015-10-13 19:23:08,,838.0,6738.0,,0.0,5146.7,0.0,5101.021,
39.0,,,4.744,4.744,8.028,209,2163639,,94.0,,,8.028,,,2015-08-30 05:32:00,181,466.0,1352.0,127,11804.25,2488.275,0.0,2488.275,
86.0,155,208,8.676,8.676,16.82,216,2163639,1.056,114.0,175,564,16.82,219.0,,2016-07-07 18:58:13,180,688.0,4752.0,188,28949.99,3339.021,0.0,3336.76,102.3
77.0,141,,7.762,7.762,15.415,209,2163639,,114.0,163,,15.415,,,2016-04-18 16:55:14,215,617.0,4752.0,212,29084.81,3838.346,0.0,3746.951,
,,,0.0,0.0,,209,2163639,,,,,,,,2015-12-05 09:07:55,,0.0,,,0.0,0.674,0.0,0.674,
74.0,,186,8.629,8.629,16.98,255,2163639,0.825,128.0,,609,16.98,210.0,255.0,2018-07-07 08:07:50,237,,,235,42090.32,5140.0,,4878.0,91.7
85.0,136,185,0.0,0.0,,232,2163639,0.931,94.0,160,293,,193.0,,2016-08-07 07:36:40,,664.0,5121.0,,0.0,3600.825,0.0,3600.825,86.0
92.0,,183,7.835,7.835,11.878,260,2163639,0.776,126.0,,535,11.878,207.0,266.0,2018-08-17 07:31:16,113,323.0,2478.0,101,13913.58,1900.638,,1775.926,29.3
31.0,,,1.098,1.098,2.411,278,2163639,,37.0,,,2.411,,,2018-05-12 06:32:13,0,370.0,911.0,0,1902.29,1732.79,,1732.79,
85.0,155,,8.432,8.432,16.896,192,2163639,,113.0,181,,16.896,,,2015-06-28 08:24:24,258,1023.0,7092.0,262,42021.74,4983.726,0.0,4983.726,
88.0,159,182,9.911,9.911,12.064,209,2163639,0.976,97.0,178,292,12.064,195.0,200.0,2015-10-11 11:08:52,,490.0,3960.0,,26769.48,2700.973,0.0,2700.973,70.7
82.0,149,157,9.437,9.437,12.594,209,2163639,0.855,94.0,175,337,12.594,171.0,200.0,2015-08-26 13:14:57,,281.0,2454.0,,16992.6,1800.578,0.0,1800.578,35.9
,,,4.121,4.121,5.959,209,2163639,,,,,5.959,,,2016-04-16 08:43:31,43,801.0,,39,10671.8,2593.723,0.0,2589.424,
82.0,140,,0.0,0.0,,209,2163639,,94.0,158,,,,,2015-09-14 18:29:57,,845.0,7407.0,,0.0,5401.75,0.0,5401.75,
91,172,263,11.353,11.353,16.039,264,6377876,1.323,104,181,556,16.039,265,200,2018-06-05 18:31:08,85,371.0,2170,86,16150.46,1422.585,,1422.585,67.8
,139,,7.58,7.58,17.952,264,6377876,,,169,,17.952,,,2018-07-22 14:42:28,779,1641.0,,761,84585.52,11419.534,,11159.533,
,134,,6.822,6.822,16.487,264,6377876,,,162,,16.487,,,2018-09-07 08:03:14,528,829.0,,510,38803.45,5687.765,,5687.765,
81,133,173,0.0,0.0,,264,6377876,0.937,98,164,322,,187,200,2018-03-30 07:41:52,0,632.0,4942,0,0.0,3665.525,,3665.525,88.6
,151,,0.0,0.0,,251,6377876,,,167,,,,,2018-03-17 07:14:49,0,842.0,,0,0.0,4204.288,,4204.288,
,138,,7.263,7.263,17.29,264,6377876,,,180,,17.29,,,2018-08-09 17:56:26,519,857.0,,508,40865.47,5872.347,,5626.9,
86,147,192,0.0,0.0,,257,6377876,1.057,106,173,808,,211,200,2018-02-22 08:26:51,0,1051.0,7837,0,0.0,5464.302,,5464.302,168.7
,,,7.446,7.446,14.164,264,6377876,,,,,14.164,,,2018-07-27 07:46:50,303,1048.0,,292,30108.6,4043.629,,4043.629,
80,146,200,0.0,0.0,,264,6377876,1.087,113,164,297,,217,200,2018-04-03 18:33:41,0,852.0,5665,0,0.0,5292.741,,4263.104,138.7
,119,,7.049,7.049,13.557,264,6377876,,,151,,13.557,,,2018-09-13 17:22:22,236,415.0,,223,23270.46,3301.316,,3301.316,
,118,,7.003,7.003,13.903,264,6377876,,,152,,13.903,,,2018-08-08 18:05:00,228,403.0,,218,23314.62,3339.616,,3329.196,
,,,7.289,7.289,13.968,264,6377876,,,,,13.968,,,2018-06-26 19:00:29,198,631.0,,189,17659.36,2495.205,,2422.688,
89,152,216,0.0,0.0,,264,6377876,1.162,107,177,346,,232,200,2018-04-07 15:23:21,0,1031.0,7126,0,0.0,4821.053,,4765.926,177.8
,132,,7.165,7.165,16.179,264,6377876,,,177,,16.179,,,2018-08-21 16:59:33,517,750.0,,497,38773.85,5431.006,,5411.793,
86,154,206,0.0,0.0,,264,6377876,1.081,99,171,275,,216,200,2018-04-18 19:37:44,0,1234.0,8521,0,0.0,6092.441,,5990.259,193.6
72,134,112,6.159,6.159,11.747,264,6377876,0.722,95,160,312,11.747,144,200,2018-05-17 18:54:57,78,114.0,1035,64,6388.0,1037.154,,1037.154,14.4
91,178,250,11.404,11.404,16.105,264,6377876,1.26,108,189,486,16.105,252,200,2018-04-21 15:21:05,185,881.0,5401,178,40287.93,3532.757,,3532.757,154.4
,146,,8.11,8.11,18.372,264,6377876,,,180,,18.372,,,2018-09-16 11:07:27,873,2017.0,,760,99397.64,13408.995,,12255.854,
70,128,70,5.612,5.612,8.024,264,6377876,0.485,87,152,236,8.024,97,200,2018-05-03 19:01:03,14,26.0,419,16,2117.96,377.389,,377.389,2.3
83,129,167,5.93,5.93,14.631,264,6377876,1.035,166,153,877,14.631,207,200,2018-04-05 17:52:44,121,212.0,1575,105,7537.75,1271.082,,1271.082,37.0
,139,,7.814,7.814,16.777,264,6377876,,,161,,16.777,,,2018-07-08 09:12:19,788,1568.0,,765,82228.59,10522.792,,10522.792,
86,144,189,0.0,0.0,,251,6377876,1.004,99,166,295,,201,200,2018-03-25 07:42:01,0,1134.0,8682,0,0.0,6002.349,,6002.349,167.4
82,134,159,6.351,6.351,17.411,264,6377876,0.899,155,157,355,17.411,180,200,2018-04-09 09:19:06,1090,1808.0,14655,1073,72268.38,11820.312,,11378.255,255.0
,137,,7.266,7.266,19.753,264,6377876,,,167,,19.753,,,2018-09-09 10:28:08,920,1767.0,,909,92738.96,12890.21,,12763.217,
83,133,162,6.871,6.871,16.935,264,6377876,0.878,127,153,314,16.935,176,200,2018-06-03 15:57:43,884,1890.0,15757,852,80525.4,11789.285,,11719.993,250.5
89,126,173,0.0,0.0,,257,6377876,0.879,99,135,219,,176,200,2018-02-14 19:28:23,0,785.0,6777,0,0.0,4531.644,,4531.644,96.6
,138,,7.038,7.038,17.262,264,6377876,,,167,,17.262,,,2018-08-19 14:27:22,1192,2416.0,,1165,129080.0,18607.56,,18340.57,
,132,,6.89,6.89,14.696,255,6377876,,,152,,14.696,,,2018-10-28 13:20:18,800,1435.0,,770,77405.09,11391.975,,11234.71,
92,141,181,7.386,7.386,11.29,241,6377876,0.999,121,155,374,11.29,200,200,2017-12-02 10:20:16,73,316.0,2694,74,13017.34,1762.532,,1762.532,48.1
93,178,254,10.314,10.314,15.881,264,6377876,1.313,108,187,448,15.881,263,200,2018-05-03 18:53:11,104,400.0,2369,107,16287.74,1579.221,,1579.221,74.3
88,159,214,0.0,0.0,,264,6377876,1.161,101,184,313,,232,200,2018-05-22 07:04:05,0,913.0,6301,0,0.0,4332.368,,4272.031,159.0
83,166,253,9.718,9.718,15.228,264,6377876,1.343,107,177,681,15.228,269,200,2018-03-31 14:26:49,71,330.0,1801,75,12712.72,1308.154,,1308.154,64.1
,132,,0.0,0.0,,264,6377876,,,163,,,,,2018-08-03 13:03:38,0,406.0,,0,0.0,2414.326,,2375.633,
89,142,178,0.0,0.0,,264,6377876,0.944,164,162,681,,189,200,2018-04-21 13:57:19,0,380.0,3165,0,0.0,2173.967,,2138.369,52.2
,124,,6.851,6.851,15.041,264,6377876,,,142,,15.041,,,2018-07-02 06:27:16,245,418.0,,248,20490.6,3076.473,,2990.762,
,126,,7.253,7.253,15.955,264,6377876,,,148,,15.955,,,2018-06-29 17:29:06,263,488.0,,266,26011.22,3586.3,,3586.3,
88,131,165,7.216,7.216,16.833,264,6377876,0.882,118,146,319,16.833,176,200,2018-04-14 16:29:40,373,795.0,6973,349,34794.33,4822.08,,4822.08,103.6
54,124,39,3.886,3.886,9.209,264,6377876,0.322,74,166,167,9.209,64,200,2018-06-10 08:05:30,9,20.0,373,18,2092.88,538.624,,538.624,1.5
83,136,168,6.462,6.462,12.718,251,6377876,0.89,114,152,316,12.718,178,200,2018-03-25 09:22:48,266,733.0,5957,262,28318.64,4382.62,,4382.62,95.7
,135,,7.113,7.113,16.795,264,6377876,,,168,,16.795,,,2018-07-16 07:17:14,523,815.0,,504,38821.49,5458.073,,5458.073,
,124,,7.299,7.299,16.655,264,6377876,,,176,,16.655,,,2018-08-14 17:44:22,301,555.0,,285,30095.29,4123.069,,4123.069,
83,133,159,0.0,0.0,,241,6377876,0.834,118,152,289,,167,200,2017-12-16 11:24:02,0,652.0,5694,0,0.0,4093.187,,4093.187,78.6
86,123,164,6.748,6.748,13.884,264,6377876,0.866,128,134,289,13.884,173,200,2018-04-25 11:20:12,273,631.0,5427,261,26054.73,3861.242,,3861.242,79.9
80,125,117,6.272,6.272,15.806,257,6377876,0.639,114,148,1546,15.806,128,200,2018-02-17 17:15:21,619,1193.0,13514,599,64324.51,10345.9,,10255.987,116.1
83,147,202,0.0,0.0,,251,6377876,1.058,157,164,666,,212,200,2018-03-21 09:57:29,0,848.0,5854,0,0.0,4206.908,,4206.908,130.1
86,142,170,0.028,0.028,0.0,241,6377876,0.9,98,156,239,0.0,180,200,2017-12-02 09:29:52,0,319.0,2705,0,52.63,1877.367,,1877.367,41.6
,118,,6.929,6.929,15.47,264,6377876,,,134,,15.47,,,2018-06-18 17:40:44,197,343.0,,199,17664.61,2549.274,,2549.274,
87,159,214,0.0,0.0,,264,6377876,1.15,108,183,310,,230,200,2018-05-05 09:20:55,0,977.0,6670,0,0.0,4563.855,,4563.855,166.6
82,131,142,6.541,6.541,16.413,241,6377876,0.783,104,147,289,16.413,157,200,2017-12-31 11:59:05,702,1528.0,14199,691,70693.95,10852.101,,10807.291,183.4
73,120,81,4.788,4.788,7.157,264,6377876,0.494,90,126,192,7.157,99,200,2018-04-29 10:08:37,23,38.0,520,3,2279.84,476.167,,476.167,3.0
69,132,80,5.676,5.676,9.013,264,6377876,0.522,177,160,352,9.013,104,200,2018-05-31 18:55:48,26,45.0,611,37,3214.21,566.328,,566.328,4.0
,137,,0.0,0.0,,251,6377876,,,150,,,,,2018-03-19 23:11:47,0,617.0,,0,0.0,3605.19,,3605.19,
,,,7.198,7.198,15.508,264,6377876,,,,,15.508,,,2018-08-29 17:47:27,310,1066.0,,314,30934.44,4680.999,,4297.741,
,131,,6.56,6.56,14.407,230,6377876,,,150,,14.407,,,2017-11-19 11:56:06,642,1329.0,,626,66600.93,10256.071,,10152.993,
83,125,152,7.312,7.312,14.472,264,6377876,2.363,166,150,7727,14.472,473,200,2018-05-06 10:16:20,784,2480.0,18418,784,121761.5,17379.643,,16651.264,2388.7
,137,,0.0,0.0,,241,6377876,,,156,,,,,2018-01-09 19:25:09,0,788.0,,0,0.0,5356.185,,5356.185,
80,152,196,0.0,0.0,,264,6377876,1.077,153,177,580,,215,200,2018-04-13 07:20:14,0,1158.0,7857,0,0.0,5950.248,,5903.203,189.3
85,133,174,0.0,0.0,,257,6377876,0.887,95,144,243,,177,200,2018-02-21 19:24:14,0,991.0,8150,0,0.0,5702.631,,5702.631,123.9
89,138,182,0.514,0.514,8.957,264,6377876,0.989,164,160,767,8.957,198,200,2018-06-05 17:57:45,4,218.0,1712,0,620.98,1609.378,,1208.769,31.8
94,147,154,0.0,0.0,,241,6377876,0.794,135,165,258,,159,200,2018-01-05 08:09:14,0,732.0,7459,0,0.0,4803.224,,4741.661,82.6
85,149,193,0.0,0.0,,257,6377876,1.021,156,166,724,,204,200,2018-02-27 08:12:37,0,1045.0,7667,0,0.0,5405.933,,5405.933,155.8
93,169,255,11.248,11.248,14.425,264,6377876,1.298,103,178,471,14.425,260,200,2018-05-12 14:35:41,40,340.0,2075,44,15157.74,1347.576,,1347.576,61.7
93,171,256,11.242,11.242,16.226,264,6377876,1.287,109,186,440,16.226,257,200,2018-06-10 07:56:02,198,913.0,5582,214,40344.3,3588.696,,3588.696,163.9
,138,,7.876,7.876,17.103,264,6377876,,,176,,17.103,,,2018-08-26 09:24:48,953,1706.0,,899,91607.08,11868.551,,11631.591,
58,120,48,4.544,4.544,9.004,264,6377876,0.437,103,135,271,9.004,87,200,2018-05-12 15:12:13,9,38.0,426,15,3279.6,721.788,,721.788,3.5
,151,,0.0,0.0,,251,6377876,,,185,,,,,2018-03-18 23:56:00,0,861.0,,0,0.0,4502.891,,4502.891,
87,138,183,0.0,0.0,,264,6377876,0.989,106,165,412,,198,200,2018-06-09 09:39:36,0,417.0,3241,0,0.0,3075.129,,2276.217,60.9
,123,,6.087,6.087,13.511,230,6377876,,,156,,13.511,,,2017-11-18 10:16:29,282,545.0,,257,26057.0,4280.863,,4280.863,
86,141,191,0.0,0.0,,257,6377876,1.014,111,160,402,,203,200,2018-02-16 08:24:11,0,978.0,7363,0,0.0,5113.022,,5113.022,145.3
91,153,210,0.0,0.0,,264,6377876,1.143,106,181,306,,229,200,2018-05-29 06:53:44,0,1005.0,7312,0,0.0,4863.502,,4788.283,172.8
75,135,112,7.247,7.247,13.306,264,6377876,0.664,97,153,269,13.306,133,200,2018-06-05 18:43:00,24,74.0,781,28,4793.16,661.414,,661.414,7.7
91,137,183,0.0,0.0,,264,6377876,0.965,162,157,658,,193,200,2018-03-27 17:15:25,0,353.0,2960,0,0.0,1931.05,,1931.05,49.3
85,131,152,0.009,0.009,0.0,264,6377876,0.869,100,159,283,0.0,174,200,2018-06-17 06:50:48,0,203.0,1699,0,11.45,1336.888,,1336.888,27.4
83,135,133,6.592,6.592,17.057,241,6377876,0.774,126,157,408,17.057,155,200,2017-12-23 11:41:47,800,1654.0,16136,788,82285.01,12482.222,,12482.222,207.4
82,131,146,6.497,6.497,14.994,241,6377876,0.819,135,154,309,14.994,164,200,2017-12-15 13:28:09,366,780.0,7217,364,34899.9,5371.717,,5371.717,99.7
84,132,174,6.575,6.575,15.013,264,6377876,0.904,115,145,312,15.013,181,200,2018-04-01 11:43:19,810,2249.0,17895,806,85135.26,13175.12,,12947.84,293.5
86,144,193,0.0,0.0,,257,6377876,1.057,105,164,315,,211,200,2018-02-03 08:17:49,0,763.0,5687,0,0.0,3945.01,,3945.01,121.5
,137,,0.0,0.0,,264,6377876,,,168,,,,,2018-08-02 11:32:09,0,450.0,,0,0.0,2483.268,,2483.268,
78,135,144,6.302,6.302,13.679,241,6377876,0.992,109,184,558,13.679,198,200,2017-12-30 11:04:14,535,1014.0,8588,555,44798.51,7264.501,,7109.143,193.7
87,151,191,7.483,7.483,13.576,251,6377876,1.123,162,186,897,13.576,225,200,2018-03-14 10:24:13,213,557.0,4127,199,21994.46,2939.181,,2939.181,102.0
83,132,160,0.0,0.0,,264,6377876,0.831,100,144,224,,166,200,2018-03-28 06:26:53,0,634.0,5547,0,0.0,3964.07,,3964.07,75.5
,,,6.057,6.057,13.054,264,6377876,,,,,13.054,,,2018-08-24 09:42:17,71,305.0,,62,9414.72,1652.551,,1554.453,
87,135,160,7.225,7.225,18.232,264,6377876,0.866,121,151,372,18.232,173,200,2018-05-27 09:40:58,783,1763.0,15710,749,80234.02,12720.679,,11104.323,230.6
85,129,159,6.336,6.336,15.396,230,6377876,0.848,111,148,361,15.396,170,200,2017-11-26 12:59:17,797,1934.0,17090,786,77481.05,13784.862,,12228.056,243.7
,134,,6.295,6.295,16.87,257,6377876,,,151,,16.87,,,2018-03-10 15:38:40,488,1079.0,,469,49476.64,7860.135,,7860.135,
76,135,192,0.0,0.0,,257,6377876,1.069,98,160,376,,214,200,2018-02-17 14:09:15,0,670.0,4429,0,0.0,3603.14,,3488.594,109.9
85,135,181,0.087,0.087,0.616,264,6377876,0.985,102,166,292,0.616,197,200,2018-05-02 18:51:21,0,398.0,3160,0,191.39,2712.694,,2199.654,58.7
86,132,173,6.659,6.659,20.005,264,6377876,1.004,169,172,416,20.005,201,200,2018-05-19 10:00:49,671,1869.0,14241,686,72489.09,11709.895,,10886.096,303.4
,138,,6.868,6.868,16.842,264,6377876,,,180,,16.842,,,2018-09-22 09:32:30,709,1166.0,,717,55203.3,8110.028,,8037.436,
90,143,181,0.0,0.0,,264,6377876,0.95,105,163,261,,190,200,2018-04-28 08:25:56,0,618.0,5151,0,0.0,3438.264,,3417.693,85.0
84,134,161,6.664,6.664,15.312,257,6377876,0.843,118,147,830,15.312,169,200,2018-02-25 14:30:46,972,2255.0,19460,911,93398.2,14259.214,,14015.561,276.3
84,132,125,6.449,6.449,15.312,241,6377876,0.704,154,154,351,15.312,141,200,2017-12-03 12:41:32,798,1579.0,17324,775,82193.14,12880.445,,12745.478,175.0
,136,,7.198,7.198,17.42,264,6377876,,,157,,17.42,,,2018-08-11 12:23:06,992,2002.0,,1016,110502.06,15450.52,,15350.967,
87,143,196,0.0,0.0,,257,6377876,1.033,102,164,319,,207,200,2018-02-20 19:14:35,0,1023.0,7608,0,0.0,5232.255,,5232.255,154.4
86,137,151,6.92,6.92,13.903,241,6377876,0.805,172,168,318,13.903,161,200,2018-01-20 15:29:36,563,1296.0,12196,552,59642.28,8618.914,,8618.914,154.7
,133,,6.772,6.772,19.417,255,6377876,,,152,,19.417,,,2018-10-23 12:34:56,1010,1804.0,,958,97653.16,14580.659,,14420.703,
86,124,166,0.0,0.0,,251,6377876,0.86,115,141,272,,172,200,2018-03-24 16:51:49,0,614.0,5326,0,0.0,3692.082,,3692.082,75.2
91,178,258,9.995,9.995,18.092,264,6377876,1.323,121,188,537,18.092,265,200,2018-05-31 18:45:09,214,599.0,3484,200,23365.07,2337.641,,2337.641,111.7
81,120,158,6.601,6.601,16.926,264,6377876,0.851,112,140,306,16.926,170,200,2018-04-23 18:52:00,529,1135.0,9466,513,47726.24,7374.533,,7229.95,144.8
